"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-10","0.00","0.0","0.0",,"61","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-11","0.00","0.0","0.0",,"64","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-12","0.00","0.0","0.0",,"65","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-13","0.20","0.0","0.0",,"48","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-14","0.06","0.0","0.0",,"42","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-15","0.00","0.0","0.0",,"42","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-16","0.03","0.0","0.0",,"45","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-17","1.54","0.0","0.0",,"52","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-18","0.00","0.0","0.0",,"45","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-19","0.00","0.0","0.0",,"36","22",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-20","0.00","0.0","0.0",,"45","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-21","0.00","0.0","0.0",,"37","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-22","0.00","0.0","0.0",,"44","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-23","0.00","0.0","0.0",,"57","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-24","0.70","0.0","0.0",,"69","53",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-25","0.00","0.0","0.0",,"68","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-26","1.24","0.2","0.0",,"51","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-27","0.02","0.0","0.0",,"38","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-28","0.00","0.0","0.0",,"37","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-29","0.00","0.0","0.0",,"45","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-30","0.00","0.0","0.0",,"55","45",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-01","0.09","0.0","0.0",,"65","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-02","0.08","0.0","0.0",,"43","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-03","0.06","0.0","0.0",,"46","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-04","0.00","0.0","0.0",,"45","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-05","0.51","0.0","0.0",,"44","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-06","1.22","0.0","0.0",,"50","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-07","0.04","0.0","0.0",,"42","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-08","0.00","0.0","0.0",,"37","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-09","2.54","0.0","0.0",,"42","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-10","0.08","1.0","0.0",,"40","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-11","0.01","0.0","1.2",,"38","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-12","0.00","0.0","0.0",,"38","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-13","0.00","0.0","0.0",,"44","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-14","0.00","0.0","0.0",,"46","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-15","0.00","0.0","0.0",,"48","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-16","0.20","0.0","0.0",,"49","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-17","0.02","0.0","0.0",,"54","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-18","0.00","0.0","0.0",,"42","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-19","0.00","0.0","0.0",,"38","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-20","0.00","0.0","0.0",,"33","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-21","0.00","0.0","0.0",,"36","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-22","0.04","0.0","0.0",,"44","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-23","0.16","0.0","0.0",,"46","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-24","0.80","0.0","0.0",,"58","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-25","0.09","0.0","0.0",,"62","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-26","0.00","0.0","0.0",,"50","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-27","0.00","0.0","0.0",,"55","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-28","0.10","0.0","0.0",,"54","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-29","0.00","0.0","0.0",,"44","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-30","0.00","0.0","0.0",,"34","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-31","0.00","0.0","0.0",,"32","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-01","0.00","0.0","0.0",,"39","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-02","0.00","0.0","0.0",,"42","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-03","0.71","0.0","0.0",,"42","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-04","0.30","0.0","0.0",,"56","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-05","0.00","0.0","0.0",,"49","21",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-06","0.05","1.0","0.0",,"22","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-07","0.00","0.0","1.2",,"23","9",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-08","0.00","0.0","0.0",,"21","8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-09","0.07","1.5","0.0",,"33","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-10","0.00","0.0","1.2",,"23","16",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-11","0.00","0.0","1.2",,"37","18",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-12","0.36","0.0","0.0",,"39","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-13","0.00","0.0","0.0",,"36","17",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-14","0.00","0.0","0.0",,"32","16",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-15","0.00","0.0","0.0",,"35","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-16","0.00","0.0","0.0",,"43","20",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-17","0.00","0.0","0.0",,"32","17",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-18","2.10","0.0","0.0",,"42","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-19","0.00","0.0","0.0",,"42","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-20","0.00","0.0","0.0",,"40","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-21","0.00","0.0","0.0",,"36","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-22","0.00","0.0","0.0",,"40","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-23","0.00","0.0","0.0",,"39","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-24","0.72","3.6","3.1",,"39","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-25","0.00","0.0","2.0",,"42","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-26","0.48","5.5","2.0",,"31","22",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-27","0.36","4.3","7.9",,"30","20",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-28","0.00","0.0","7.9",,"34","16",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-29","0.02","0.0","5.9",,"36","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-30","0.06","1.0","7.1",,"38","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-31","0.00","0.0","7.1",,"26","13",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-01","0.03","0.3","5.9",,"36","20",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-02","1.02","5.0","7.1",,"34","14",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-03","0.00","0.0","7.9",,"26","13",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-04","0.00","0.0","7.9",,"43","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-05","0.00","0.0","7.9",,"42","14",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-06","0.00","0.0","7.9",,"27","12",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-07","0.02","0.0","7.9",,"40","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-08","0.00","0.0","7.9",,"37","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-09","0.09","0.0","7.9",,"29","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-10","0.01","0.1","7.9",,"40","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-11","0.00","0.0","7.9",,"34","22",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-12","0.00","0.0","7.9",,"40","16",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-13","0.00","0.0","7.9",,"21","8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-14","0.02","0.9","7.9",,"32","16",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-15","0.00","0.0","9.1",,"25","4",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-16","0.00","0.0","9.1",,"21","3",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-17","0.14","3.3","11.8",,"27","14",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-18","0.00","0.0","9.1",,"33","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-19","0.00","0.0","9.1",,"27","8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-20","0.00","0.0","9.1",,"19","2",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-21","0.61","3.0","9.1",,"32","13",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-22","0.10","1.0","13.0",,"43","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-23","0.00","0.0","11.8",,"38","8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-24","0.00","0.0","11.8",,"24","4",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-25","0.00","0.0","11.8",,"37","20",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-26","0.00","0.0","11.0",,"32","21",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-27","0.00","0.0","11.0",,"30","18",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-28","0.00","0.0","11.0",,"29","13",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-01","0.52","4.8","9.8",,"31","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-02","0.00","0.0","15.0",,"39","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-03","0.67","1.8","14.2",,"37","22",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-04","0.25","0.0","13.0",,"45","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-05","0.76","7.5","13.0",,"40","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-06","0.00","0.0","18.9",,"27","12",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-07","0.00","0.0","18.1",,"38","18",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-08","0.00","0.0","16.1",,"49","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-09","0.01","0.0","13.0",,"54","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-10","0.46","0.0","11.0",,"53","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-11","0.01","0.0","5.9",,"59","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-12","0.00","0.0","3.9",,"47","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-13","0.00","0.0","2.0",,"43","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-14","0.81","0.0","1.2",,"51","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-15","0.00","0.0","0.0",,"44","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-16","0.00","0.0","0.0",,"52","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-17","0.02","0.0","0.0",,"57","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-18","0.00","0.0","0.0",,"39","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-19","0.00","0.0","0.0",,"43","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-20","0.40","4.5","0.0",,"38","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-21","0.00","0.0","5.1",,"47","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-22","0.00","0.0","0.0",,"43","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-23","0.00","0.0","0.0",,"38","23",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-24","0.00","0.0","0.0",,"45","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-25","0.05","0.0","0.0",,"49","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-26","0.32","0.0","0.0",,"62","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-27","0.27","0.0","0.0",,"46","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-28","0.00","0.0","0.0",,"40","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-29","0.00","0.0","0.0",,"46","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-30","0.00","0.0","0.0",,"54","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-31","0.17","0.0","0.0",,"47","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-01","0.00","0.0","0.0",,"51","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-02","0.00","0.0","0.0",,"67","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-03","0.04","0.0","0.0",,"64","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-04","0.01","0.0","0.0",,"60","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-05","0.00","0.0","0.0",,"61","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-06","0.00","0.0","0.0",,"63","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-07","0.15","0.0","0.0",,"62","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-08","0.00","0.0","0.0",,"45","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-09","0.00","0.0","0.0",,"43","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-10","0.17","0.0","0.0",,"56","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-11","0.00","0.0","0.0",,"57","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-12","0.00","0.0","0.0",,"66","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-13","0.00","0.0","0.0",,"68","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-14","0.01","0.0","0.0",,"65","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-15","0.00","0.0","0.0",,"72","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-16","0.00","0.0","0.0",,"64","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-17","0.08","0.0","0.0",,"71","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-18","0.00","0.0","0.0",,"80","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-19","0.00","0.0","0.0",,"64","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-20","1.37","0.0","0.0",,"57","46",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-21","0.20","0.0","0.0",,"65","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-22","0.05","0.0","0.0",,"69","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-23","0.00","0.0","0.0",,"52","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-24","0.00","0.0","0.0",,"52","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-25","0.00","0.0","0.0",,"62","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-26","0.00","0.0","0.0",,"64","46",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-27","0.00","0.0","0.0",,"62","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-28","0.00","0.0","0.0",,"71","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-29","0.00","0.0","0.0",,"78","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-30","0.00","0.0","0.0",,"67","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-01","0.00","0.0","0.0",,"63","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-02","0.00","0.0","0.0",,"74","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-03","0.00","0.0","0.0",,"80","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-04","0.00","0.0","0.0",,"85","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-05","0.00","0.0","0.0",,"85","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-06","0.00","0.0","0.0",,"73","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-07","0.00","0.0","0.0",,"80","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-08","0.00","0.0","0.0",,"82","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-09","0.00","0.0","0.0",,"70","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-10","0.00","0.0","0.0",,"83","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-11","0.00","0.0","0.0",,"84","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-12","0.00","0.0","0.0",,"86","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-13","0.00","0.0","0.0",,"70","53",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-14","0.00","0.0","0.0",,"73","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-15","0.00","0.0","0.0",,"75","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-16","0.30","0.0","0.0",,"75","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-17","0.02","0.0","0.0",,"83","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-18","0.00","0.0","0.0",,"75","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-19","0.00","0.0","0.0",,"80","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-20","0.00","0.0","0.0",,"67","54",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-21","0.00","0.0","0.0",,"62","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-22","0.00","0.0","0.0",,"74","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-23","0.00","0.0","0.0",,"70","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-24","0.00","0.0","0.0",,"81","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-25","0.00","0.0","0.0",,"85","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-26","0.00","0.0","0.0",,"88","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-27","0.08","0.0","0.0",,"85","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-28","0.00","0.0","0.0",,"85","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-29","0.00","0.0","0.0",,"85","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-30","0.00","0.0","0.0",,"85","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-31","1.46","0.0","0.0",,"87","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-01","0.72","0.0","0.0",,"58","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-02","0.37","0.0","0.0",,"55","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-03","0.00","0.0","0.0",,"70","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-04","0.00","0.0","0.0",,"65","54",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-05","0.13","0.0","0.0",,"70","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-06","0.19","0.0","0.0",,"76","60",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-07","0.00","0.0","0.0",,"74","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-08","0.06","0.0","0.0",,"79","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-09","0.01","0.0","0.0",,"83","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-10","0.00","0.0","0.0",,"82","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-11","0.00","0.0","0.0",,"89","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-12","0.00","0.0","0.0",,"88","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-13","0.00","0.0","0.0",,"86","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-14","0.36","0.0","0.0",,"88","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-15","0.57","0.0","0.0",,"83","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-16","0.27","0.0","0.0",,"79","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-17","0.00","0.0","0.0",,"82","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-18","0.00","0.0","0.0",,"71","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-19","0.00","0.0","0.0",,"87","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-20","0.00","0.0","0.0",,"75","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-21","0.64","0.0","0.0",,"88","71",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-22","0.00","0.0","0.0",,"87","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-23","0.02","0.0","0.0",,"90","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-24","0.00","0.0","0.0",,"84","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-25","0.00","0.0","0.0",,"83","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-26","0.00","0.0","0.0",,"81","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-27","1.12","0.0","0.0",,"71","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-28","0.29","0.0","0.0",,"73","62",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-29","0.00","0.0","0.0",,"76","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-30","0.04","0.0","0.0",,"82","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-01","0.39","0.0","0.0",,"82","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-02","0.00","0.0","0.0",,"80","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-03","0.00","0.0","0.0",,"82","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-04","0.00","0.0","0.0",,"75","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-05","0.00","0.0","0.0",,"83","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-06","0.00","0.0","0.0",,"83","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-07","0.12","0.0","0.0",,"88","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-08","0.00","0.0","0.0",,"88","77",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-09","0.30","0.0","0.0",,"79","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-10","0.00","0.0","0.0",,"84","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-11","0.00","0.0","0.0",,"88","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-12","0.00","0.0","0.0",,"89","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-13","0.00","0.0","0.0",,"88","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-14","0.42","0.0","0.0",,"82","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-15","0.12","0.0","0.0",,"81","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-16","0.00","0.0","0.0",,"80","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-17","0.00","0.0","0.0",,"81","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-18","0.32","0.0","0.0",,"85","71",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-19","0.00","0.0","0.0",,"93","78",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-20","0.00","0.0","0.0",,"94","82",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-21","0.00","0.0","0.0",,"89","74",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-22","0.00","0.0","0.0",,"85","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-23","0.00","0.0","0.0",,"86","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-24","0.00","0.0","0.0",,"87","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-25","0.00","0.0","0.0",,"88","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-26","0.00","0.0","0.0",,"90","74",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-27","0.36","0.0","0.0",,"86","71",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-28","0.00","0.0","0.0",,"95","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-29","0.00","0.0","0.0",,"96","78",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-30","1.95","0.0","0.0",,"87","76",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-31","0.00","0.0","0.0",,"89","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-01","0.00","0.0","0.0",,"89","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-02","0.00","0.0","0.0",,"89","71",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-03","0.00","0.0","0.0",,"90","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-04","0.43","0.0","0.0",,"89","69",
